"","rep","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"21052",58,99,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"21416",59,99,"Salgal","mod3",2.46042390734184,0.197705048496853,12.4449219989494,0.00111812496058784,NA,NA,NA,NA,0.73
"21788",60,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"22159",61,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"22532",62,99,"Salgal","mod3",2.09402269930735,0.201166173046151,10.4094175854653,0.00189211508286077,NA,NA,NA,NA,0.73
"23642",65,99,"Salgal","mod3",2.46042390734184,0.197705048496853,12.4449219989494,0.00111812496058784,NA,NA,NA,NA,0.73
"24368",67,99,"Salgal","mod3",2.27421023546203,0.145264831607814,15.6556147161754,0.000566393132761607,NA,NA,NA,NA,0.73
"24739",68,99,"Salgal","mod3",2.30595351441144,0.247843836693302,9.30405833438165,0.00262833719678397,NA,NA,NA,NA,0.73
"25112",69,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"25483",70,99,"Salgal","mod3",2.06300794444386,0.142352914527132,14.4922072814369,0.000712315852030783,NA,NA,NA,NA,0.73
"26966",74,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"27339",75,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"27687",76,99,"Salgal","mod3",2.64740349853057,0.154165958484229,17.1724259010227,0.000430228574460753,NA,NA,NA,NA,0.73
"28429",78,99,"Salgal","mod3",2.30595351441144,0.247843836693302,9.30405833438165,0.00262833719678397,NA,NA,NA,NA,0.73
"29174",80,99,"Salgal","mod3",2.06300794444386,0.142352914527132,14.4922072814369,0.000712315852030783,NA,NA,NA,NA,0.73
"29919",82,99,"Salgal","mod3",2.30595351441144,0.247843836693302,9.30405833438165,0.00262833719678397,NA,NA,NA,NA,0.73
"30664",84,99,"Salgal","mod3",2.06300794444386,0.142352914527132,14.4922072814369,0.000712315852030783,NA,NA,NA,NA,0.73
"31038",85,99,"Salgal","mod3",2.09402269930735,0.201166173046151,10.4094175854653,0.00189211508286077,NA,NA,NA,NA,0.73
"32139",88,99,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"32511",89,99,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"32883",90,99,"Salgal","mod3",2.16936757441919,0.220543884523886,9.83644402157176,0.00223372175789429,NA,NA,NA,NA,0.73
"33254",91,99,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"33625",92,99,"Salgal","mod3",2.06300794444386,0.142352914527132,14.4922072814369,0.000712315852030783,NA,NA,NA,NA,0.73
"33990",93,99,"Salgal","mod3",2.09402269930735,0.201166173046151,10.4094175854653,0.00189211508286077,NA,NA,NA,NA,0.73
"34360",94,99,"Salgal","mod3",2.34728995130449,0.235752665285928,9.9565786391328,0.00215570724304673,NA,NA,NA,NA,0.73
"34730",95,99,"Salgal","mod3",2.16936757441919,0.220543884523886,9.83644402157176,0.00223372175789429,NA,NA,NA,NA,0.73
"35477",97,99,"Salgal","mod3",2.16936757441919,0.220543884523886,9.83644402157176,0.00223372175789429,NA,NA,NA,NA,0.73
"35848",98,99,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"36222",99,99,"Salgal","mod3",2.13718972325395,0.23070845416608,9.26359517677427,0.0026619907775441,NA,NA,NA,NA,0.73
"36593",100,99,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"84",1,100,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"448",2,100,"Salgal","mod3",2.49292711356098,0.193372949435216,12.8918089155803,0.00100739808795721,NA,NA,NA,NA,0.73
"822",3,100,"Salgal","mod3",2.09402269930735,0.201166173046151,10.4094175854653,0.00189211508286077,NA,NA,NA,NA,0.73
"1189",4,100,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"1934",6,100,"Salgal","mod3",2.30595351441144,0.247843836693302,9.30405833438165,0.00262833719678397,NA,NA,NA,NA,0.73
"2308",7,100,"Salgal","mod3",2.10760649382747,0.199217676821351,10.5794150772949,0.00180422352748601,NA,NA,NA,NA,0.73
"2676",8,100,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"3041",9,100,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"3407",10,100,"Salgal","mod3",2.23170565010075,0.269676102551081,8.27550394339458,0.00369586684902843,NA,NA,NA,NA,0.73
"3778",11,100,"Salgal","mod3",2.13718972325395,0.23070845416608,9.26359517677427,0.0026619907775441,NA,NA,NA,NA,0.73
"4522",13,100,"Salgal","mod3",2.06300794444386,0.142352914527132,14.4922072814369,0.000712315852030783,NA,NA,NA,NA,0.73
"4895",14,100,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"5269",15,100,"Salgal","mod3",2.10760649382747,0.199217676821351,10.5794150772949,0.00180422352748601,NA,NA,NA,NA,0.73
"5998",17,100,"Salgal","mod3",2.09420646688746,0.178727851440686,11.7172922407254,0.00133572492099547,NA,NA,NA,NA,0.73
"6371",18,100,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"7087",20,100,"Salgal","mod3",2.47128249739377,0.204463557467779,12.086664870747,0.00121885301616727,NA,NA,NA,NA,0.73
"7461",21,100,"Salgal","mod3",2.10760649382747,0.199217676821351,10.5794150772949,0.00180422352748601,NA,NA,NA,NA,0.73
"7806",22,100,"Salgal","mod3",2.59920688281037,0.170496133351755,15.2449608780739,0.000612921991390524,NA,NA,NA,NA,0.73
"8175",23,100,"Salgal","mod3",2.18579944931197,0.173921287459806,12.5677510857727,0.00108614307943521,NA,NA,NA,NA,0.73
"8908",25,100,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"9256",26,100,"Salgal","mod3",2.6638974661801,0.152169027790462,17.5061739229109,0.000406273830097765,NA,NA,NA,NA,0.73
"9629",27,100,"Salgal","mod3",2.04944093033334,0.144334938748599,14.199201857168,0.000756794961520822,NA,NA,NA,NA,0.73
"10373",29,100,"Salgal","mod3",2.30595351441144,0.247843836693302,9.30405833438165,0.00262833719678397,NA,NA,NA,NA,0.73
"10743",30,100,"Salgal","mod3",2.2912902845623,0.250020958827646,9.16439283852926,0.00274694752762387,NA,NA,NA,NA,0.73
"11108",31,100,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"11470",32,100,"Salgal","mod3",2.28860181638029,0.143398315946877,15.9597537897733,0.000534918848797128,NA,NA,NA,NA,0.73
"12562",35,100,"Salgal","mod3",2.47676606102518,0.195519047818974,12.6676458823508,0.00106102299342693,NA,NA,NA,NA,0.73
"12928",36,100,"Salgal","mod3",2.27421023546203,0.145264831607814,15.6556147161754,0.000566393132761607,NA,NA,NA,NA,0.73
