"","replicate","area","region","model","a","a.std.err","a.tval","a.pval","b","b.std.err","b.tval","b.pval","fraction"
"148765",36,1,"Pannonian","mod1",-0.642671244996082,0.0792138189636795,-8.11312032930459,1.81732801753128e-08,10.2387551439571,1.1071403779262,9.2479285807781,1.51619814604717e-09,0.941176470588235
"148858",37,1,"Pannonian","mod1",-0.675744338799344,0.0744335844566672,-9.07848713362368,2.17338237550271e-09,9.44559872520898,0.918959735262945,10.2785773551942,1.83625831178248e-10,0.941176470588235
"148953",38,1,"Pannonian","mod1",-0.776924416279015,0.0797340105271432,-9.74395256356173,5.3979637228087e-10,8.80580017100821,0.815329913830406,10.8002908045391,6.63123081058667e-11,0.941176470588235
"149051",39,1,"Pannonian","mod1",-0.679692725994504,0.082330607640278,-8.25565054692956,1.80043341125231e-08,9.73637228627654,1.03570296193685,9.40073809199957,1.62031949565398e-09,0.941176470588235
"149130",40,1,"Pannonian","mod1",-0.773594609877654,0.0871815031235766,-8.87338004233664,6.93314315978517e-09,8.21648990284143,0.830822156243982,9.88958929548402,9.42224519113558e-10,0.941176470588235
"149232",41,1,"Pannonian","mod1",-0.743382262211732,0.0829918559504354,-8.95729169685874,2.81831252976198e-09,8.78290139921487,0.872038538409138,10.0716895095457,2.77537740772646e-10,0.941176470588235
"149329",42,1,"Pannonian","mod1",-0.764458022881469,0.0788578026408763,-9.69413294918783,4.03214440370948e-10,9.53863088894635,0.886812747127324,10.7560822956651,4.54975246409814e-11,0.941176470588235
"149413",43,1,"Pannonian","mod1",-0.605075093825703,0.0826093729909463,-7.32453318453364,1.12869222416123e-07,10.2131556045472,1.1932153037713,8.55935686733763,6.70565313219765e-09,0.941176470588235
"149514",44,1,"Pannonian","mod1",-0.572732930445858,0.0787651835859652,-7.27139713729952,6.46160320322983e-08,10.8497272475463,1.28843499883192,8.42085728607387,3.69825322251587e-09,0.941176470588235
"149620",45,1,"Pannonian","mod1",-0.738488001024706,0.079890559447011,-9.2437455205771,1.06201521479541e-09,9.67075022674963,0.944061733477998,10.2437689017664,1.28090204596299e-10,0.941176470588235
"149695",46,1,"Pannonian","mod1",-0.609257973167595,0.0755282833170393,-8.06662016413322,1.14651202384939e-08,10.5396284150376,1.1231153271242,9.38427974447188,5.45149662433055e-10,0.941176470588235
"149791",47,1,"Pannonian","mod1",-0.698921550152321,0.0795412669255088,-8.78690492580244,5.7663279668051e-09,9.04058735763457,0.907295836466383,9.964321442105,5.27068172844544e-10,0.941176470588235
"149884",48,1,"Pannonian","mod1",-0.973329909376079,0.0899074930795717,-10.8259042270775,1.67562885935967e-10,7.0224592688744,0.590143807872266,11.8995729095143,2.61331273642466e-11,0.941176470588235
"149979",49,1,"Pannonian","mod1",-0.706544088200139,0.0796351078336385,-8.87226887010868,3.38578543395079e-09,9.80103398675284,0.991179592722409,9.8882524001861,4.02073228419621e-10,0.941176470588235
